"id","title","artists_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","country","",""
"34","Odio (feat. Drake)","[5lwmRuXgjX8xIwlnauTZIP, 3TVXtAsR1Inumwj472S9r4]","0.802","0.725","0","-5.965","0","0.0676","0.57400","0.000000","0.0821","0.598","128.040","audio_features","1iLv1ieT9BZ3qsti9yTCnG","spotify:track:1iLv1ieT9BZ3qsti9yTCnG","https://api.spotify.com/v1/tracks/1iLv1ieT9BZ3qsti9yTCnG","https://api.spotify.com/v1/audio-analysis/1iLv1ieT9BZ3qsti9yTCnG","225000","4","Nicaragua","",""
"35","un x100to","[6XkjpgcEsYab502Vr1bBeW, 4q3ewBCX7sLwd24euuV69X]","0.571","0.720","9","-4.089","1","0.0458","0.21300","0.000000","0.2710","0.542","83.827","audio_features","2yzshFeBIwH8tWIqHEFLeD","spotify:track:2yzshFeBIwH8tWIqHEFLeD","https://api.spotify.com/v1/tracks/2yzshFeBIwH8tWIqHEFLeD","https://api.spotify.com/v1/audio-analysis/2yzshFeBIwH8tWIqHEFLeD","194563","4","Nicaragua","",""
"36","Un Beso","[1qto4hHid1P71emI6Fd8xi]","0.732","0.640","0","-9.859","1","0.0378","0.58600","0.000018","0.1040","0.715","125.015","audio_features","1SaEt8dwTuLDzenUu5BqI6","spotify:track:1SaEt8dwTuLDzenUu5BqI6","https://api.spotify.com/v1/tracks/1SaEt8dwTuLDzenUu5BqI6","https://api.spotify.com/v1/audio-analysis/1SaEt8dwTuLDzenUu5BqI6","263347","4","Nicaragua","",""
"37","Un Millón de Primaveras","[4PPoI9LuYeFX8V674Z1R6l]","0.730","0.341","3","-8.521","1","0.0578","0.65400","0.000181","0.0926","0.822","100.558","audio_features","6j5LtifAnuTjTYvml61yFZ","spotify:track:6j5LtifAnuTjTYvml61yFZ","https://api.spotify.com/v1/tracks/6j5LtifAnuTjTYvml61yFZ","https://api.spotify.com/v1/audio-analysis/6j5LtifAnuTjTYvml61yFZ","173080","3","Nicaragua","",""
"38","Orion","[2NfSBtmWe7oPw1EmetJVso, 0zO8yNnw5GQgutcIyXfGBY]","0.857","0.705","1","-4.775","1","0.1830","0.32200","0.002490","0.1970","0.874","105.011","audio_features","5pVJ3IlnpIorU44oXizzG5","spotify:track:5pVJ3IlnpIorU44oXizzG5","https://api.spotify.com/v1/tracks/5pVJ3IlnpIorU44oXizzG5","https://api.spotify.com/v1/audio-analysis/5pVJ3IlnpIorU44oXizzG5","240964","4","Nicaragua","",""
"39","Primera Cita","[66ihevNkSYNzRAl44dx6jJ]","0.536","0.396","10","-7.804","1","0.0687","0.60400","0.000070","0.0969","0.491","157.846","audio_features","3fJHbMUnzceimOnNjp63fF","spotify:track:3fJHbMUnzceimOnNjp63fF","https://api.spotify.com/v1/tracks/3fJHbMUnzceimOnNjp63fF","https://api.spotify.com/v1/audio-analysis/3fJHbMUnzceimOnNjp63fF","186456","3","Nicaragua","",""
"40","Debí Suponerlo","[5C4PDR4LnhZTbVnKWXuDKD]","0.667","0.571","0","-6.675","1","0.0245","0.43400","0.000000","0.1880","0.651","95.022","audio_features","2pIIRKRwWSi1Sb29VYLOOa","spotify:track:2pIIRKRwWSi1Sb29VYLOOa","https://api.spotify.com/v1/tracks/2pIIRKRwWSi1Sb29VYLOOa","https://api.spotify.com/v1/audio-analysis/2pIIRKRwWSi1Sb29VYLOOa","144632","3","Nicaragua","",""
"41","Salir Con Vida","[5C4PDR4LnhZTbVnKWXuDKD, 2LRoIwlKmHjgvigdNGBHNo]","0.612","0.697","0","-5.476","1","0.0387","0.26100","0.000000","0.3470","0.633","91.976","audio_features","0cubEBmB9wjsdBwXNFmzFy","spotify:track:0cubEBmB9wjsdBwXNFmzFy","https://api.spotify.com/v1/tracks/0cubEBmB9wjsdBwXNFmzFy","https://api.spotify.com/v1/audio-analysis/0cubEBmB9wjsdBwXNFmzFy","176087","4","Nicaragua","",""
"42","Ensame a olvidar","[1qto4hHid1P71emI6Fd8xi]","0.795","0.481","8","-9.002","1","0.0487","0.53800","0.000003","0.0925","0.899","124.926","audio_features","2RkQiLvVpdxw5XJcMgNpeF","spotify:track:2RkQiLvVpdxw5XJcMgNpeF","https://api.spotify.com/v1/tracks/2RkQiLvVpdxw5XJcMgNpeF","https://api.spotify.com/v1/audio-analysis/2RkQiLvVpdxw5XJcMgNpeF","348624","4","Nicaragua","",""
"43","Ohnana","[3UTF2no3muGdiFXVujl94i]","0.775","0.581","1","-3.621","0","0.1080","0.61700","0.000008","0.0957","0.658","104.977","audio_features","1fTjqf10accJCDYstPwwZ6","spotify:track:1fTjqf10accJCDYstPwwZ6","https://api.spotify.com/v1/tracks/1fTjqf10accJCDYstPwwZ6","https://api.spotify.com/v1/audio-analysis/1fTjqf10accJCDYstPwwZ6","156577","4","Nicaragua","",""
"44","Cómo Te Atreves","[5C4PDR4LnhZTbVnKWXuDKD]","0.617","0.888","4","-4.567","1","0.0402","0.07050","0.000000","0.1620","0.771","130.970","audio_features","7M6CFruBrM5x7u0lTMtm6r","spotify:track:7M6CFruBrM5x7u0lTMtm6r","https://api.spotify.com/v1/tracks/7M6CFruBrM5x7u0lTMtm6r","https://api.spotify.com/v1/audio-analysis/7M6CFruBrM5x7u0lTMtm6r","240560","4","Nicaragua","",""
"45","PERRO NEGRO","[4q3ewBCX7sLwd24euuV69X, 2LRoIwlKmHjgvigdNGBHNo]","0.911","0.778","5","-2.248","1","0.2620","0.08870","0.000022","0.1790","0.345","96.057","audio_features","7iQXYTyuG13aoeHxGG28Nh","spotify:track:7iQXYTyuG13aoeHxGG28Nh","https://api.spotify.com/v1/tracks/7iQXYTyuG13aoeHxGG28Nh","https://api.spotify.com/v1/audio-analysis/7iQXYTyuG13aoeHxGG28Nh","162768","4","Nicaragua","",""
"46","APT.","[3eVa5w3URK5duf6eyVDbu9, 0du5cEVh5yTK9QJze8zA0C]","0.777","0.783","0","-4.477","0","0.2600","0.02830","0.000000","0.3550","0.939","149.027","audio_features","5vNRhkKd0yEAg8suGBpjeY","spotify:track:5vNRhkKd0yEAg8suGBpjeY","https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY","https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY","169917","4","Nicaragua","",""
"47","Que Onda","[6dLuQ5qXxIuWc5urxfIiZR, 2rmkQLzj0k4nZdQehOUByO, 0ys2OFYzWYB5hRDLCsBqxt]","0.808","0.944","10","-4.863","0","0.0408","0.18300","0.000001","0.1380","0.937","124.934","audio_features","6uIIdjYTxxpWOyWuVXrKQO","spotify:track:6uIIdjYTxxpWOyWuVXrKQO","https://api.spotify.com/v1/tracks/6uIIdjYTxxpWOyWuVXrKQO","https://api.spotify.com/v1/audio-analysis/6uIIdjYTxxpWOyWuVXrKQO","191467","3","Nicaragua","",""
"48","Faltas Tú","[5C4PDR4LnhZTbVnKWXuDKD]","0.583","0.833","0","-2.858","1","0.0311","0.04560","0.000000","0.1800","0.743","146.984","audio_features","4mIc3AQWkqLb2LVjkVKv4K","spotify:track:4mIc3AQWkqLb2LVjkVKv4K","https://api.spotify.com/v1/tracks/4mIc3AQWkqLb2LVjkVKv4K","https://api.spotify.com/v1/audio-analysis/4mIc3AQWkqLb2LVjkVKv4K","201837","4","Nicaragua","",""
"49","Volví","[1qto4hHid1P71emI6Fd8xi, 4q3ewBCX7sLwd24euuV69X]","0.725","0.860","1","-3.726","1","0.1820","0.42200","0.000284","0.0674","0.791","175.896","audio_features","2vmfvSoZBFAt9hhRoEByLi","spotify:track:2vmfvSoZBFAt9hhRoEByLi","https://api.spotify.com/v1/tracks/2vmfvSoZBFAt9hhRoEByLi","https://api.spotify.com/v1/audio-analysis/2vmfvSoZBFAt9hhRoEByLi","230125","4","Nicaragua","",""
"0","Cupido","[11oaKJc8rsz6x8YPVjca4X, 0kwa5ELbi8xm7vbwywoLtg, 0c0Yh1P4gMYmDwebhyzIDv]","0.914","0.601","11","-5.255","1","0.1630","0.0888","0.000005","0.2640","0.648","96.041","audio_features","2FFr0vdtqPBTK3RW0c7T5C","spotify:track:2FFr0vdtqPBTK3RW0c7T5C","https://api.spotify.com/v1/tracks/2FFr0vdtqPBTK3RW0c7T5C","https://api.spotify.com/v1/audio-analysis/2FFr0vdtqPBTK3RW0c7T5C","215000","4","Panama","",""
"1","Orion","[2NfSBtmWe7oPw1EmetJVso, 0zO8yNnw5GQgutcIyXfGBY]","0.857","0.705","1","-4.775","1","0.1830","0.3220","0.002490","0.1970","0.874","105.011","audio_features","5pVJ3IlnpIorU44oXizzG5","spotify:track:5pVJ3IlnpIorU44oXizzG5","https://api.spotify.com/v1/tracks/5pVJ3IlnpIorU44oXizzG5","https://api.spotify.com/v1/audio-analysis/5pVJ3IlnpIorU44oXizzG5","240964","4","Panama","",""
"2","UWAIE","[3UTF2no3muGdiFXVujl94i]","0.705","0.783","9","-4.783","0","0.0403","0.1380","0.000000","0.0984","0.454","103.001","audio_features","5QjmUqgpPQgXgg4606DqZF","spotify:track:5QjmUqgpPQgXgg4606DqZF","https://api.spotify.com/v1/tracks/5QjmUqgpPQgXgg4606DqZF","https://api.spotify.com/v1/audio-analysis/5QjmUqgpPQgXgg4606DqZF","172427","4","Panama","",""
"3","Q U E V A S H A C E R H O Y ?","[3E12tRURRvPfHz0hAMCFYc, 54seKvtsZauR1iauN0ptpo]","0.560","0.681","6","-6.304","0","0.2440","0.1030","0.000000","0.1060","0.388","155.079","audio_features","0Sr7ssScx54yxdM2ols7nW","spotify:track:0Sr7ssScx54yxdM2ols7nW","https://api.spotify.com/v1/tracks/0Sr7ssScx54yxdM2ols7nW","https://api.spotify.com/v1/audio-analysis/0Sr7ssScx54yxdM2ols7nW","223320","4","Panama","",""
"4","Frente al Mar","[7a0XAaPaK2aDSqa8p3QnC7]","0.750","0.682","10","-3.825","1","0.0945","0.1680","0.000001","0.1120","0.618","100.036","audio_features","60u6hcpH5Qm1M3xESdNBrB","spotify:track:60u6hcpH5Qm1M3xESdNBrB","https://api.spotify.com/v1/tracks/60u6hcpH5Qm1M3xESdNBrB","https://api.spotify.com/v1/audio-analysis/60u6hcpH5Qm1M3xESdNBrB","165178","4","Panama","",""
"5","FAVELA","[71DQO8pgnTwS3lNCq0cDcr, 5A0VwTrVvV03LMeBZYT99d]","0.688","0.755","8","-5.914","1","0.1980","0.2930","0.000000","0.4840","0.377","105.998","audio_features","71LrvCBBn4q500OuayF7OK","spotify:track:71LrvCBBn4q500OuayF7OK","https://api.spotify.com/v1/tracks/71LrvCBBn4q500OuayF7OK","https://api.spotify.com/v1/audio-analysis/71LrvCBBn4q500OuayF7OK","183958","4","Panama","",""
"6","Si Antes Te Hubiera Conocido","[790FomKkXshlbRYZFtlgla]","0.924","0.668","11","-6.795","1","0.0469","0.4460","0.000594","0.0678","0.787","128.027","audio_features","6WatFBLVB0x077xWeoVc2k","spotify:track:6WatFBLVB0x077xWeoVc2k","https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k","https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k","195824","4","Panama","",""
"7","DEGENERE 👑 (feat. benny blanco)","[7iK8PXO48WeuP03g8YR51W, 5CiGnKThu5ctn9pBxv7DGa]","0.744","0.709","6","-5.778","0","0.2840","0.0501","0.000000","0.0847","0.712","194.055","audio_features","0qeIFEGRQqHoaJtLCl0U73","spotify:track:0qeIFEGRQqHoaJtLCl0U73","https://api.spotify.com/v1/tracks/0qeIFEGRQqHoaJtLCl0U73","https://api.spotify.com/v1/audio-analysis/0qeIFEGRQqHoaJtLCl0U73","130880","4","Panama","",""
"8","Hasta Aquí Llegué","[1cUpGtXcSQsovNYEZOQgOG, 7a0XAaPaK2aDSqa8p3QnC7]","0.641","0.657","11","-8.338","0","0.2180","0.5380","0.000000","0.1060","0.411","100.016","audio_features","0Qe2g06yzLBuuSvVmFiweP","spotify:track:0Qe2g06yzLBuuSvVmFiweP","https://api.spotify.com/v1/tracks/0Qe2g06yzLBuuSvVmFiweP","https://api.spotify.com/v1/audio-analysis/0Qe2g06yzLBuuSvVmFiweP","188887","4","Panama","",""
"9","Ohnana","[3UTF2no3muGdiFXVujl94i]","0.775","0.581","1","-3.621","0","0.1080","0.6170","0.000008","0.0957","0.658","104.977","audio_features","1fTjqf10accJCDYstPwwZ6","spotify:track:1fTjqf10accJCDYstPwwZ6","https://api.spotify.com/v1/tracks/1fTjqf10accJCDYstPwwZ6","https://api.spotify.com/v1/audio-analysis/1fTjqf10accJCDYstPwwZ6","156577","4","Panama","",""
"10","+57","[790FomKkXshlbRYZFtlgla, 2LRoIwlKmHjgvigdNGBHNo, 6ndLrsgT3MV5CNxIrW71fw, 3m5qlPf2OkihLz3dRYnkPA, 1vyhD5VmyZ7KMfW5gqLgo5, 1r4hJ1h58CWwUQe3MxPuau, 7j6DKwmjbxvpQO8h914uEz, 1TA5sGRlKUJXBN4ZyJuDIX]","0.848","0.712","1","-3.574","0","0.0981","0.2210","0.000000","0.1060","0.692","91.980","audio_features","3mg9jYNC1NihbthlglzrWP","spotify:track:3mg9jYNC1NihbthlglzrWP","https://api.spotify.com/v1/tracks/3mg9jYNC1NihbthlglzrWP","https://api.spotify.com/v1/audio-analysis/3mg9jYNC1NihbthlglzrWP","298131","4","Panama","",""
"11","LUNA","[2LRoIwlKmHjgvigdNGBHNo, 7jAs1uPnpfNmT6e5qtEPxq]","0.774","0.860","7","-2.888","0","0.1300","0.1310","0.000000","0.1160","0.446","100.019","audio_features","7bywjHOc0wSjGGbj04XbVi","spotify:track:7bywjHOc0wSjGGbj04XbVi","https://api.spotify.com/v1/tracks/7bywjHOc0wSjGGbj04XbVi","https://api.spotify.com/v1/audio-analysis/7bywjHOc0wSjGGbj04XbVi","196800","4","Panama","",""
"12","Santa","[1fctva4kpRbg2k3v7kwRuS, 1mcTU81TzQhprhouKaTkpq, 3ZpEKRjHaHANcpk10u6Ntq]","0.725","0.709","3","-5.017","0","0.1290","0.3210","0.000189","0.1140","0.648","99.993","audio_features","6a9Z1jUms915w4O7N1PxjY","spotify:track:6a9Z1jUms915w4O7N1PxjY","https://api.spotify.com/v1/tracks/6a9Z1jUms915w4O7N1PxjY","https://api.spotify.com/v1/audio-analysis/6a9Z1jUms915w4O7N1PxjY","193039","4","Panama","",""
"13","Die With A Smile","[1HY2Jd0NmPuamShAr6KMms, 0du5cEVh5yTK9QJze8zA0C]","0.521","0.592","6","-7.777","0","0.0304","0.3080","0.000000","0.1220","0.535","157.969","audio_features","2plbrEY59IikOBgBGLjaoe","spotify:track:2plbrEY59IikOBgBGLjaoe","https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe","https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe","251668","3","Panama","",""
"14","BESITOS","[71DQO8pgnTwS3lNCq0cDcr]","0.719","0.483","3","-7.536","0","0.3730","0.3190","0.000000","0.1470","0.594","169.913","audio_features","18D77Y4jjTwk4IASWhzJNP","spotify:track:18D77Y4jjTwk4IASWhzJNP","https://api.spotify.com/v1/tracks/18D77Y4jjTwk4IASWhzJNP","https://api.spotify.com/v1/audio-analysis/18D77Y4jjTwk4IASWhzJNP","148938","4","Panama","",""
"15","Tu Boda","[3l9G1G9MxH6DaRhwLklaf5, 0ys2OFYzWYB5hRDLCsBqxt]","0.694","0.651","6","-6.968","1","0.0784","0.4960","0.000014","0.0787","0.471","112.648","audio_features","1cOboCuWYI2osTOfolMRS6","spotify:track:1cOboCuWYI2osTOfolMRS6","https://api.spotify.com/v1/tracks/1cOboCuWYI2osTOfolMRS6","https://api.spotify.com/v1/audio-analysis/1cOboCuWYI2osTOfolMRS6","225881","3","Panama","",""
"16","Soltera","[0EmeFodog0BfCgMzAIvKQp]","0.841","0.752","2","-4.735","1","0.1050","0.1670","0.000460","0.9490","0.670","100.076","audio_features","3OJDtCdYs8QJnui708tEU3","spotify:track:3OJDtCdYs8QJnui708tEU3","https://api.spotify.com/v1/tracks/3OJDtCdYs8QJnui708tEU3","https://api.spotify.com/v1/audio-analysis/3OJDtCdYs8QJnui708tEU3","214643","4","Panama","",""
"17","Morena","[7a0XAaPaK2aDSqa8p3QnC7]","0.737","0.682","9","-6.149","1","0.1300","0.1550","0.000000","0.2270","0.676","104.107","audio_features","4RPeZbmVON5ZKT5HC9wALt","spotify:track:4RPeZbmVON5ZKT5HC9wALt","https://api.spotify.com/v1/tracks/4RPeZbmVON5ZKT5HC9wALt","https://api.spotify.com/v1/audio-analysis/4RPeZbmVON5ZKT5HC9wALt","188930","4","Panama","",""
"18","APT.","[3eVa5w3URK5duf6eyVDbu9, 0du5cEVh5yTK9QJze8zA0C]","0.777","0.783","0","-4.477","0","0.2600","0.0283","0.000000","0.3550","0.939","149.027","audio_features","5vNRhkKd0yEAg8suGBpjeY","spotify:track:5vNRhkKd0yEAg8suGBpjeY","https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY","https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY","169917","4","Panama","",""
"19","Mírame","[1TA5sGRlKUJXBN4ZyJuDIX, 3m5qlPf2OkihLz3dRYnkPA]","0.717","0.656","7","-4.449","1","0.0797","0.1410","0.000030","0.0661","0.695","175.956","audio_features","2btNsI4OvcVl7SAHQQDHFB","spotify:track:2btNsI4OvcVl7SAHQQDHFB","https://api.spotify.com/v1/tracks/2btNsI4OvcVl7SAHQQDHFB","https://api.spotify.com/v1/audio-analysis/2btNsI4OvcVl7SAHQQDHFB","157453","4","Panama","",""
"20","SE ME OLVIDA","[6B1hSmaLdOvChinK2Z7gfi, 2LRoIwlKmHjgvigdNGBHNo]","0.786","0.707","7","-4.386","0","0.0635","0.0399","0.000000","0.1210","0.691","82.045","audio_features","2gmd7lY3QSzLh0xIY4cRvi","spotify:track:2gmd7lY3QSzLh0xIY4cRvi","https://api.spotify.com/v1/tracks/2gmd7lY3QSzLh0xIY4cRvi","https://api.spotify.com/v1/audio-analysis/2gmd7lY3QSzLh0xIY4cRvi","225373","4","Panama","",""
"21","Baby Gangster","[6oYwraA8pyfDH4Otny6ooZ, 6g6DtbtyBi3Ir0mxiDlouJ]","0.544","0.758","8","-4.246","0","0.3340","0.5380","0.000000","0.1270","0.385","100.049","audio_features","4zf7VxEF3GMizhklbgXYLR","spotify:track:4zf7VxEF3GMizhklbgXYLR","https://api.spotify.com/v1/tracks/4zf7VxEF3GMizhklbgXYLR","https://api.spotify.com/v1/audio-analysis/4zf7VxEF3GMizhklbgXYLR","240300","4","Panama","",""
"22","PERRO NEGRO","[4q3ewBCX7sLwd24euuV69X, 2LRoIwlKmHjgvigdNGBHNo]","0.911","0.778","5","-2.248","1","0.2620","0.0887","0.000022","0.1790","0.345","96.057","audio_features","7iQXYTyuG13aoeHxGG28Nh","spotify:track:7iQXYTyuG13aoeHxGG28Nh","https://api.spotify.com/v1/tracks/7iQXYTyuG13aoeHxGG28Nh","https://api.spotify.com/v1/audio-analysis/7iQXYTyuG13aoeHxGG28Nh","162768","4","Panama","",""
"23","AMARGURA","[790FomKkXshlbRYZFtlgla]","0.912","0.700","6","-3.331","0","0.0680","0.1630","0.000000","0.1740","0.535","106.981","audio_features","505v13epFXodT9fVAJ6h8k","spotify:track:505v13epFXodT9fVAJ6h8k","https://api.spotify.com/v1/tracks/505v13epFXodT9fVAJ6h8k","https://api.spotify.com/v1/audio-analysis/505v13epFXodT9fVAJ6h8k","170480","4","Panama","",""
"24","BIRDS OF A FEATHER","[6qqNVTkY8uBg9cP3Jd7DAH]","0.747","0.507","2","-10.171","1","0.0358","0.2000","0.060800","0.1170","0.438","104.978","audio_features","6dOtVTDdiauQNBQEDOtlAB","spotify:track:6dOtVTDdiauQNBQEDOtlAB","https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB","https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB","210373","4","Panama","",""
"25","Casaya","[6oYwraA8pyfDH4Otny6ooZ]","0.751","0.617","9","-6.050","0","0.4130","0.4020","0.000000","0.0973","0.387","99.896","audio_features","4iRHjxLojZsyclcODm5NOv","spotify:track:4iRHjxLojZsyclcODm5NOv","https://api.spotify.com/v1/tracks/4iRHjxLojZsyclcODm5NOv","https://api.spotify.com/v1/audio-analysis/4iRHjxLojZsyclcODm5NOv","206080","4","Panama","",""
"26","Feliz Cumpleaños Ferxxo","[2LRoIwlKmHjgvigdNGBHNo]","0.865","0.573","5","-5.501","1","0.0678","0.0863","0.000000","0.3050","0.563","94.999","audio_features","2CeKVsFFXG4QzA415QygGb","spotify:track:2CeKVsFFXG4QzA415QygGb","https://api.spotify.com/v1/tracks/2CeKVsFFXG4QzA415QygGb","https://api.spotify.com/v1/audio-analysis/2CeKVsFFXG4QzA415QygGb","155960","4","Panama","",""
"27","Rayito de Sol","[6oYwraA8pyfDH4Otny6ooZ]","0.735","0.784","0","-4.265","1","0.1270","0.1940","0.000000","0.0909","0.405","99.968","audio_features","64TFVyPOGaCWHOZyTEIqJv","spotify:track:64TFVyPOGaCWHOZyTEIqJv","https://api.spotify.com/v1/tracks/64TFVyPOGaCWHOZyTEIqJv","https://api.spotify.com/v1/audio-analysis/64TFVyPOGaCWHOZyTEIqJv","229200","4","Panama","",""
"28","TBT","[4ebruhG8pei8qFQOfNxxLs, 57GVeZvmrO7oCLm0Uacrjy, 71DQO8pgnTwS3lNCq0cDcr]","0.475","0.621","5","-6.467","0","0.4280","0.4110","0.000000","0.3070","0.392","64.865","audio_features","3QBxB5xZL0yeRDr8gZym4r","spotify:track:3QBxB5xZL0yeRDr8gZym4r","https://api.spotify.com/v1/tracks/3QBxB5xZL0yeRDr8gZym4r","https://api.spotify.com/v1/audio-analysis/3QBxB5xZL0yeRDr8gZym4r","289104","3","Panama","",""
"29","LALA","[7iK8PXO48WeuP03g8YR51W]","0.708","0.737","1","-4.045","1","0.0436","0.0739","0.001620","0.0955","0.607","91.986","audio_features","7ABLbnD53cQK00mhcaOUVG","spotify:track:7ABLbnD53cQK00mhcaOUVG","https://api.spotify.com/v1/tracks/7ABLbnD53cQK00mhcaOUVG","https://api.spotify.com/v1/audio-analysis/7ABLbnD53cQK00mhcaOUVG","197920","4","Panama","",""
"30","La Bachata","[0tmwSHipWxN12fsoLcFU3B]","0.835","0.679","7","-5.329","0","0.0364","0.5830","0.000002","0.2180","0.850","124.980","audio_features","3tt9i3Hhzq84dPS8H7iSiJ","spotify:track:3tt9i3Hhzq84dPS8H7iSiJ","https://api.spotify.com/v1/tracks/3tt9i3Hhzq84dPS8H7iSiJ","https://api.spotify.com/v1/audio-analysis/3tt9i3Hhzq84dPS8H7iSiJ","162638","4","Panama","",""
"31","Nueva Era","[1bAftSH8umNcGZ0uyV7LMg, 7iK8PXO48WeuP03g8YR51W]","0.556","0.724","0","-3.165","1","0.1190","0.2670","0.000000","0.2170","0.681","101.097","audio_features","03IpZ9yqJlo3EIgDQUgBSF","spotify:track:03IpZ9yqJlo3EIgDQUgBSF","https://api.spotify.com/v1/tracks/03IpZ9yqJlo3EIgDQUgBSF","https://api.spotify.com/v1/audio-analysis/03IpZ9yqJlo3EIgDQUgBSF","246889","3","Panama","",""
"32","Loco","[7a0XAaPaK2aDSqa8p3QnC7]","0.820","0.565","6","-5.965","1","0.1700","0.1580","0.000024","0.0469","0.773","105.110","audio_features","2J9B63FawlTaPdg4eH5X03","spotify:track:2J9B63FawlTaPdg4eH5X03","https://api.spotify.com/v1/tracks/2J9B63FawlTaPdg4eH5X03","https://api.spotify.com/v1/audio-analysis/2J9B63FawlTaPdg4eH5X03","204000","4","Panama","",""
"33","WYA REMIX RED","[17SY5q1CMOZJBRuPcKWwPI, 54seKvtsZauR1iauN0ptpo, 6TKygPpVT29oGUogu4J9Ec, 4s6Xg38sbqh4xpf4OqhVUK, 2cPqdH7XMvwaBJEVjheH8g]","0.733","0.527","0","-5.985","0","0.0486","0.3640","0.000000","0.0999","0.371","110.045","audio_features","4YnmQG1fnJR9LnTZtix70T","spotify:track:4YnmQG1fnJR9LnTZtix70T","https://api.spotify.com/v1/tracks/4YnmQG1fnJR9LnTZtix70T","https://api.spotify.com/v1/audio-analysis/4YnmQG1fnJR9LnTZtix70T","321742","4","Panama","",""
"34","Según Quién","[1r4hJ1h58CWwUQe3MxPuau, 66ihevNkSYNzRAl44dx6jJ]","0.909","0.762","9","-3.974","1","0.0643","0.4340","0.000000","0.0856","0.843","101.987","audio_features","4bw8mcDUSRWfQo63ZTYRnU","spotify:track:4bw8mcDUSRWfQo63ZTYRnU","https://api.spotify.com/v1/tracks/4bw8mcDUSRWfQo63ZTYRnU","https://api.spotify.com/v1/audio-analysis/4bw8mcDUSRWfQo63ZTYRnU","142335","3","Panama","",""
"35","TOY PERDIO","[77ziqFxp5gaInVrF2lj4ht]","0.567","0.595","10","-5.268","1","0.3080","0.2250","0.000000","0.3140","0.525","94.832","audio_features","3JXGcoxUTyBU7AYdpsLdH6","spotify:track:3JXGcoxUTyBU7AYdpsLdH6","https://api.spotify.com/v1/tracks/3JXGcoxUTyBU7AYdpsLdH6","https://api.spotify.com/v1/audio-analysis/3JXGcoxUTyBU7AYdpsLdH6","175102","5","Panama","",""
"36","QLONA","[790FomKkXshlbRYZFtlgla, 12GqGscKJx3aE4t07u7eVZ]","0.841","0.738","7","-7.455","0","0.3070","0.5200","0.000000","0.0892","0.484","169.918","audio_features","5RqSsdzTNPX1uzkmlHCFvK","spotify:track:5RqSsdzTNPX1uzkmlHCFvK","https://api.spotify.com/v1/tracks/5RqSsdzTNPX1uzkmlHCFvK","https://api.spotify.com/v1/audio-analysis/5RqSsdzTNPX1uzkmlHCFvK","172798","4","Panama","",""
"37","Mojaita","[57GVeZvmrO7oCLm0Uacrjy, 39GGxIMwluX0usfj3E1IhJ]","0.731","0.480","5","-8.862","0","0.1770","0.6510","0.000023","0.1130","0.720","126.795","audio_features","7JHUlJCUhUvMLNGsrDf4K1","spotify:track:7JHUlJCUhUvMLNGsrDf4K1","https://api.spotify.com/v1/tracks/7JHUlJCUhUvMLNGsrDf4K1","https://api.spotify.com/v1/audio-analysis/7JHUlJCUhUvMLNGsrDf4K1","234057","5","Panama","",""
"38","Standing Next to You","[6HaGTQPmzraVmaVxvz6EUc]","0.711","0.809","2","-4.389","0","0.0955","0.0447","0.000000","0.3390","0.816","106.017","audio_features","2KslE17cAJNHTsI2MI0jb2","spotify:track:2KslE17cAJNHTsI2MI0jb2","https://api.spotify.com/v1/tracks/2KslE17cAJNHTsI2MI0jb2","https://api.spotify.com/v1/audio-analysis/2KslE17cAJNHTsI2MI0jb2","206020","4","Panama","",""
"39","Hace Mucho Tiempo","[4SsVbpTthjScTS7U2hmr1X]","0.676","0.786","8","-5.563","0","0.0610","0.6140","0.000032","0.1170","0.767","89.998","audio_features","0a6ogDrZBvYgDjILgsQVaJ","spotify:track:0a6ogDrZBvYgDjILgsQVaJ","https://api.spotify.com/v1/tracks/0a6ogDrZBvYgDjILgsQVaJ","https://api.spotify.com/v1/audio-analysis/0a6ogDrZBvYgDjILgsQVaJ","171227","4","Panama","",""
"40","Tengo Un Plan - Remix","[6GKbEjuVNKuuAKetDXA2Mi, 1i8SpTcr7yvPOmcqrbnVXY]","0.597","0.832","8","-4.086","1","0.1180","0.2160","0.000001","0.1020","0.621","127.553","audio_features","3AXw3pd7KHGSogprPSxrMh","spotify:track:3AXw3pd7KHGSogprPSxrMh","https://api.spotify.com/v1/tracks/3AXw3pd7KHGSogprPSxrMh","https://api.spotify.com/v1/audio-analysis/3AXw3pd7KHGSogprPSxrMh","215449","5","Panama","",""
